Umbrella Cell Type,Specific Cell Type,Brain Region,Gene Symbol (Human),Gene Symbol (Mouse),Species,Age,Statistical Criterion,Specificity,Comparison,Platform,Citation,Tag,CellType_Primary
RBC,All,UNK,HBA2,Hba-a1,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,HBG2,Hbb-bh1,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,HBA1,Hba-a2,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,HBG1,Hbb-bh1,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,HBE1,Hbb-y,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,HBD,Hbb-bs,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,HBZ,Hba-x,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,HBM,NA,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,HBQ1,Hbq1b,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,SLC4A1,Slc4a1,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,ANK1,Ank1,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,AMPD3,Ampd3,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,RHAG,Rhag,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
RBC,All,UNK,PKLR,Pklr,Human,UNK,UNK,UNK,UNK,UNK,GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC_All_GeneCardSearch_Hemoglobin_ErythrocyteSpecific,RBC
Astrocyte,All,Forebrain,GFAP,Gfap,Mice,P1-P30,Enrichment,84.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,AQP4,Aqp4,Mice,P1-P30,Enrichment,79.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,PLA2G7,Pla2g7,Mice,P1-P30,Enrichment,65.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC39A12,Slc39a12,Mice,P1-P30,Enrichment,62.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,MLC1,Mlc1,Mice,P1-P30,Enrichment,58.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,AU067665,Mice,P1-P30,Enrichment,57.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,DIO3,Dio2,Mice,P1-P30,Enrichment,56,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC14A2,Slc14a1,Mice,P1-P30,Enrichment,54.4,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,ALDH1L2,Aldh1l1,Mice,P1-P30,Enrichment,54,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,CYP4F22,Cyp4f14,Mice,P1-P30,Enrichment,53.5,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,ALDOA,Aldoc,Mice,P1-P30,Enrichment,52.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,TTPA,Ttpa,Mice,P1-P30,Enrichment,52.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,ACSBG2,Acsbg1,Mice,P1-P30,Enrichment,50,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,CHRDL1,Chrdl1,Mice,P1-P30,Enrichment,49.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,DIRAS1,Gm266,Mice,P1-P30,Enrichment,48.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC4A5,Slc4a4,Mice,P1-P30,Enrichment,46.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC1A2,Slc1a2,Mice,P1-P30,Enrichment,46.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC25A18,Slc25a18,Mice,P1-P30,Enrichment,45.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC1A6,Slc1a3,Mice,P1-P30,Enrichment,43,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,F3,F3,Mice,P1-P30,Enrichment,40.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,PPP1R3G,Ppp1r3g,Mice,P1-P30,Enrichment,37.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,CYP4F22,Cyp4f15,Mice,P1-P30,Enrichment,37.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,1500005I02Rik,Mice,P1-P30,Enrichment,36.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,FZD1,Fzd2,Mice,P1-P30,Enrichment,35.5,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,2900019G14Rik,Mice,P1-P30,Enrichment,35.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,AXL,Mertk,Mice,P1-P30,Enrichment,33,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,Vil2,Mice,P1-P30,Enrichment,32.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,Tmem166,Mice,P1-P30,Enrichment,32.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,GJB2,Gjb6,Mice,P1-P30,Enrichment,32.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,HAPLN1,Hapln1,Mice,P1-P30,Enrichment,32.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,RFX4,Rfx4,Mice,P1-P30,Enrichment,32.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,PAPSS1,Papss2,Mice,P1-P30,Enrichment,32.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC15A2,Slc15a2,Mice,P1-P30,Enrichment,32.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,PPP1R3C,Ppp1r3c,Mice,P1-P30,Enrichment,32.4,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,DNAAF1,Tlr3,Mice,P1-P30,Enrichment,31.5,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,ACOT11,Acot11,Mice,P1-P30,Enrichment,30.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,ATP12A,Atp1a2,Mice,P1-P30,Enrichment,29.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,BMPR1A,Bmpr1b,Mice,P1-P30,Enrichment,29.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,C030045D06Rik,Mice,P1-P30,Enrichment,29.4,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,PRODH,Prodh,Mice,P1-P30,Enrichment,29.4,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,GLI2,Gli3,Mice,P1-P30,Enrichment,29.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,TMEM47,Tmem47,Mice,P1-P30,Enrichment,29.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC9A3R1,Slc9a3r1,Mice,P1-P30,Enrichment,29.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,CTH,Cth,Mice,P1-P30,Enrichment,28.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NTSR1,Ntsr2,Mice,P1-P30,Enrichment,28.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC7A1,Slc7a10,Mice,P1-P30,Enrichment,27.5,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,VCAM1,Vcam1,Mice,P1-P30,Enrichment,27.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,FGFR1,Fgfr3,Mice,P1-P30,Enrichment,27.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,CCDC80,Ccdc80,Mice,P1-P30,Enrichment,26.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,ENTPD2,Entpd2,Mice,P1-P30,Enrichment,25.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,CYBRD1,Cybrd1,Mice,P1-P30,Enrichment,25.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,KCNE5,Kcne1l,Mice,P1-P30,Enrichment,25.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,BC029169,Mice,P1-P30,Enrichment,25.4,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,KIAA1161,AI464131,Mice,P1-P30,Enrichment,25.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,EG328479,Mice,P1-P30,Enrichment,25.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,TNR,Tnc,Mice,P1-P30,Enrichment,24.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,TLCD1,Tlcd1,Mice,P1-P30,Enrichment,24,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,Edg1,Mice,P1-P30,Enrichment,23.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,CBSL,Cbs,Mice,P1-P30,Enrichment,23.4,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,PBXIP1,Pbxip1,Mice,P1-P30,Enrichment,23.4,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,GRIN2A,Grin2c,Mice,P1-P30,Enrichment,23.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,A730056I06Rik,Mice,P1-P30,Enrichment,23,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,ADHFE1,Adhfe1,Mice,P1-P30,Enrichment,22.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,AGT,Agt,Mice,P1-P30,Enrichment,22,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,GLDC,Gldc,Mice,P1-P30,Enrichment,21.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SLC7A3,Slc7a2,Mice,P1-P30,Enrichment,21.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,NA,BC055107,Mice,P1-P30,Enrichment,20.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,GJA1,Gja1,Mice,P1-P30,Enrichment,20.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,PDK4,Pdk4,Mice,P1-P30,Enrichment,20.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,ERBB2,Egfr,Mice,P1-P30,Enrichment,20.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,SOX1,Sox9,Mice,P1-P30,Enrichment,20.4,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,CLDN10,Cldn10,Mice,P1-P30,Enrichment,20.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Astrocyte,All,Forebrain,PLCD4,Plcd4,Mice,P1-P30,Enrichment,20.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Astrocyte_All_Cahoy_JNeuro_2008,Astrocyte
Oligodendrocyte,All,Forebrain,MOG,Mog,Mice,P1-P30,Enrichment,211.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,MOBP,Mobp,Mice,P1-P30,Enrichment,199.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,9630013A20Rik,Mice,P1-P30,Enrichment,145.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,AI314604,Mice,P1-P30,Enrichment,115.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,UGT8,Ugt8a,Mice,P1-P30,Enrichment,111.5,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,A330104H05Rik,Mice,P1-P30,Enrichment,110.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,ENPP6,Enpp6,Mice,P1-P30,Enrichment,92.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,CLDN11,Cldn11,Mice,P1-P30,Enrichment,91.5,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,9530066K23Rik,Mice,P1-P30,Enrichment,88,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,MAG,Mag,Mice,P1-P30,Enrichment,70.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,PLEKHH2,Plekhh1,Mice,P1-P30,Enrichment,70.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,Gm98,Mice,P1-P30,Enrichment,62.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,Tmem10,Mice,P1-P30,Enrichment,59.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,FA2H,Fa2h,Mice,P1-P30,Enrichment,58.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,C8orf44-SGK3,Sgk2,Mice,P1-P30,Enrichment,56.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,IL23A,Il23a,Mice,P1-P30,Enrichment,55.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,6330530A05Rik,Mice,P1-P30,Enrichment,53.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,Edg8,Mice,P1-P30,Enrichment,51.5,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,MBP,Mbp,Mice,P1-P30,Enrichment,48.8,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,LTF,Trf,Mice,P1-P30,Enrichment,48.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,GPR62,Gpr62,Mice,P1-P30,Enrichment,45.2,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,TSPAN2,Tspan2,Mice,P1-P30,Enrichment,45,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,MAL,Mal,Mice,P1-P30,Enrichment,44.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,EGFR,Erbb3,Mice,P1-P30,Enrichment,44.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,ADAMTS4,Adamts4,Mice,P1-P30,Enrichment,41.6,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,ELOVL1,Elovl7,Mice,P1-P30,Enrichment,41.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,PPP1R14A,Ppp1r14a,Mice,P1-P30,Enrichment,41.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,PLP1,Plp1,Mice,P1-P30,Enrichment,37,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,PLXNA1,Plxnb3,Mice,P1-P30,Enrichment,35.3,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,NA,A230069A22Rik,Mice,P1-P30,Enrichment,35.1,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,GAL3ST1,Gal3st1,Mice,P1-P30,Enrichment,33.9,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
Oligodendrocyte,All,Forebrain,BCAS1,Bcas1,Mice,P1-P30,Enrichment,33.7,All Cells in Forebrain,Affymetrix Microarray,Cahoy_JNeuro_2008,Oligodendrocyte_All_Cahoy_JNeuro_2008,Oligodendrocyte
